Time,last,volume
2022-08-31 09:36:40,101.505,4804.000
2022-08-31 09:36:40,101.505,4850.000
2022-08-31 09:36:40,101.510,4861.000
2022-08-31 09:36:41,101.510,4867.000
2022-08-31 09:36:41,101.510,4867.000
2022-08-31 09:36:42,101.510,4899.000
2022-08-31 09:36:42,101.505,4905.000
2022-08-31 09:36:43,101.505,4905.000
2022-08-31 09:36:43,101.510,4907.000
2022-08-31 09:36:44,101.510,4910.000
2022-08-31 09:36:44,101.510,4910.000
2022-08-31 09:36:45,101.510,4923.000
2022-08-31 09:36:45,101.510,4930.000
2022-08-31 09:36:46,101.510,4937.000
2022-08-31 09:36:46,101.510,4947.000
2022-08-31 09:36:47,101.505,4968.000
2022-08-31 09:36:48,101.505,4968.000
2022-08-31 09:36:48,101.510,4977.000
2022-08-31 09:36:48,101.510,4978.000
2022-08-31 09:36:49,101.510,4978.000
2022-08-31 09:36:49,101.510,4978.000
2022-08-31 09:36:50,101.510,4978.000
2022-08-31 09:36:51,101.515,4979.000
2022-08-31 09:36:51,101.510,4984.000
2022-08-31 09:36:51,101.510,4984.000
2022-08-31 09:36:52,101.510,4986.000
2022-08-31 09:36:52,101.510,4986.000
2022-08-31 09:36:53,101.510,4986.000
2022-08-31 09:36:54,101.515,4987.000
2022-08-31 09:36:56,101.515,4988.000
2022-08-31 09:36:56,101.515,4993.000
2022-08-31 09:36:56,101.515,4993.000
2022-08-31 09:36:57,101.510,5047.000
2022-08-31 09:36:57,101.510,5047.000
2022-08-31 09:36:58,101.510,5047.000
2022-08-31 09:36:59,101.510,5047.000
2022-08-31 09:36:59,101.515,5087.000
2022-08-31 09:36:59,101.515,5100.000
2022-08-31 09:37:00,101.515,5107.000
2022-08-31 09:37:00,101.515,5112.000
2022-08-31 09:37:01,101.520,5114.000
2022-08-31 09:37:01,101.520,5118.000
2022-08-31 09:37:02,101.515,5122.000
2022-08-31 09:37:02,101.520,5123.000
2022-08-31 09:37:03,101.515,5126.000
2022-08-31 09:37:03,101.520,5127.000
2022-08-31 09:37:04,101.515,5128.000
2022-08-31 09:37:04,101.515,5143.000
2022-08-31 09:37:05,101.515,5150.000
2022-08-31 09:37:05,101.515,5155.000
2022-08-31 09:37:06,101.515,5155.000
